time_s,Current_A
0.0,-0.0
2e-09,1.25638495115845e-07
2.1680226665435628e-09,1.370802815941867e-07
2.5040679996306876e-09,1.6173728227780564e-07
3.176158665804938e-09,2.2169148779856325e-07
4.520339998153438e-09,3.8415708235491064e-07
7.208702662850438e-09,8.792877424757505e-07
1.258542799224444e-08,2.5501096714460048e-06
1.876841563070964e-08,5.592674757868947e-06
2.890653517396185e-08,1.3174951514960051e-05
4.295836196236851e-08,2.9005840781066647e-05
6.325745661916896e-08,6.277160570330315e-05
8.606161528067202e-08,0.00011602844391060338
1.174354387467741e-07,0.0002157032533304168
1.5820334115936684e-07,0.00039068571169587757
2.138337245684512e-07,0.0007117291002046305
2.8278781317512625e-07,0.001240011749354522
3.649025959408482e-07,0.0020543529414870643
4.6923085459886553e-07,0.003372565335264699
6.003361193561287e-07,0.00546342578581116
7.674326042020959e-07,0.008791550143895072
9.674326042020959e-07,0.013672606049287328
1.1674326042020959e-06,0.019420895591059306
1.3674326042020958e-06,0.025900015112480634
1.5674326042020958e-06,0.03295900019934972
1.7674326042020958e-06,0.04043501556025808
1.967432604202096e-06,0.04815624400944207
2.167432604202096e-06,0.05594492691146602
2.367432604202096e-06,0.06362050602396707
2.5674326042020956e-06,0.07100281505449757
2.7674326042020954e-06,0.07791526845564006
2.967432604202095e-06,0.08418799503142177
3.167432604202095e-06,0.08966086481665692
3.3674326042020947e-06,0.09418635940491754
3.5674326042020945e-06,0.09763223841299801
3.7674326042020943e-06,0.09988395803997052
3.967432604202094e-06,0.10084680165517157
4.167432604202094e-06,0.10044768696846004
4.367432604202094e-06,0.09863661952440086
4.567432604202093e-06,0.09538776793717002
4.767432604202093e-06,0.09070014235473761
4.967432604202093e-06,0.08459786401275315
5.167432604202093e-06,0.07713002030925023
5.3674326042020925e-06,0.06837010649634573
5.567432604202092e-06,0.0584150617385637
5.767432604202092e-06,0.047383913823446144
5.967432604202092e-06,0.035416053124746105
6.167432604202092e-06,0.022669162411225574
