time_s,Current_A
0.0,-0.0
6.666666666666667e-09,8.371959689596527e-08
7.2269194655222815e-09,9.134644288758464e-08
8.347425063233511e-09,1.0778251828894025e-07
1.058843625865597e-08,1.477481652233071e-07
1.507045864950089e-08,2.5604537793927264e-07
2.4034503431190725e-08,5.860385592181667e-07
4.07334510068004e-08,1.6035211916255341e-06
6.09355970727077e-08,3.533983999587983e-06
9.344362498736406e-08,8.243978430181502e-06
1.297947778601353e-07,1.5845999118657174e-05
1.7813132665655815e-07,2.9755521731763927e-05
2.408720322192612e-07,5.424193442089397e-05
3.2563620645223714e-07,9.876281401548746e-05
4.390010620367075e-07,0.0001785992154114454
5.666534540857837e-07,0.0002958380588274599
7.316277546003306e-07,0.0004892259153266732
9.365973504891201e-07,0.0007931313024535022
1.1985599617731958e-06,0.0012792830300164919
1.5315509610487372e-06,0.002044384219627767
1.9577790866535718e-06,0.0032379837746508225
2.5039970130884655e-06,0.005058782642552523
3.1706636797551325e-06,0.007600222749888766
3.837330346421799e-06,0.01033424155670977
4.5039970130884655e-06,0.013086843775576673
5.170663679755132e-06,0.015693626404277003
5.8373303464217984e-06,0.018009055149828493
6.503997013088465e-06,0.01991404016087603
7.1706636797551314e-06,0.02132140516858004
7.837330346421799e-06,0.022178999693182433
8.503997013088465e-06,0.022470369450389285
9.170663679755132e-06,0.02221306421184406
9.837330346421798e-06,0.021454814398259373
1.0503997013088465e-05,0.020267938095799257
1.1170663679755131e-05,0.018742441269891566
1.1837330346421798e-05,0.01697834022651816
1.2503997013088464e-05,0.01507776386916538
1.317066367975513e-05,0.013137383655966423
1.3837330346421797e-05,0.01124167353953568
1.4503997013088464e-05,0.009457425020786857
1.517066367975513e-05,0.007829840120097149
1.58373303464218e-05,0.006380405327464547
1.6503997013088467e-05,0.005106621044946896
1.7170663679755135e-05,0.003983532531350352
1.7837330346421803e-05,0.002966888404741977
1.850399701308847e-05,0.0019976489626774563
1.917066367975514e-05,0.0010074851925449269
1.9837330346421808e-05,-7.514510421362253e-05
2.0503997013088476e-05,-0.0013187825797013608
2.1170663679755144e-05,-0.0027830463791691518
2.1837330346421812e-05,-0.004513408617136047
2.250399701308848e-05,-0.006537003940377359
2.317066367975515e-05,-0.00885973534682917
2.3837330346421817e-05,-0.011464843474875128
2.4503997013088485e-05,-0.014313004867004347
2.5170663679755153e-05,-0.01734392221691733
2.583733034642182e-05,-0.020479273087435357
2.650399701308849e-05,-0.023626799146155134
2.7170663679755158e-05,-0.026685250689246084
2.7837330346421826e-05,-0.029549854874064044
2.8503997013088494e-05,-0.03211795290577244
2.9170663679755162e-05,-0.034294452065049254
2.983733034642183e-05,-0.03599676198211641
3.05039970130885e-05,-0.03715892855474173
3.117066367975516e-05,-0.03773473972601692
3.183733034642183e-05,-0.03769965037448687
3.250399701308849e-05,-0.03705145359842807
3.317066367975516e-05,-0.03580970721945177
3.383733034642182e-05,-0.03401400202680289
3.450399701308849e-05,-0.031721227235286434
3.517066367975515e-05,-0.02900204470596502
3.583733034642182e-05,-0.025936823556243896
3.650399701308848e-05,-0.0226113089136174
3.7170663679755147e-05,-0.019112302047914212
3.783733034642181e-05,-0.015523614502792896
3.8503997013088476e-05,-0.011922527854664078
3.917066367975514e-05,-0.008376946076939534
3.9837330346421806e-05,-0.004943372686137676
4.050399701308847e-05,-0.001665783924499245
4.1170663679755135e-05,0.0014245935399704313
4.18373303464218e-05,0.0043086523243158065
4.2503997013088465e-05,0.006978027536486159
4.317066367975513e-05,0.00943312414487249
4.3837330346421795e-05,0.011680731641491068
4.450399701308846e-05,0.013731427819426684
4.5170663679755124e-05,0.015596977734471412
4.583733034642179e-05,0.017287924040714484
4.6503997013088454e-05,0.01881154211511543
4.717066367975512e-05,0.020170299757129
4.7837330346421783e-05,0.021360919445668182
4.850399701308845e-05,0.02237409427381436
4.917066367975511e-05,0.023194860092991633
4.983733034642178e-05,0.023803579400451247
5.050399701308844e-05,0.02417745018242884
5.117066367975511e-05,0.024292417939070242
5.183733034642177e-05,0.024125343539243067
5.250399701308844e-05,0.023656264756667822
5.31706636797551e-05,0.022870585932546976
5.383733034642177e-05,0.021761038028226806
5.450399701308843e-05,0.020329269473956094
5.5170663679755096e-05,0.018586955138549133
5.583733034642176e-05,0.016556344370550147
5.6503997013088426e-05,0.014270206959675041
5.717066367975509e-05,0.011771175411458418
5.7837330346421755e-05,0.00911052047963308
5.850399701308842e-05,0.006346431982691983
5.9170663679755085e-05,0.003541906383841234
5.983733034642175e-05,0.0007623647246557813
6.0503997013088415e-05,-0.0019268618982691138
