time_s,Current_A
0.0,-0.0
2e-08,7.5244704704734156e-06
2.0933598672237926e-08,7.892106623684503e-06
2.2800796016713778e-08,8.66016454081301e-06
2.6535190705665484e-08,1.0392956410086238e-05
3.40039800835689e-08,1.4644866715990933e-05
4.894155883937572e-08,2.629095000356539e-05
7.347384622991883e-08,5.449290640005891e-05
1.0270576768897869e-07,0.00010279296905246066
1.436488827130865e-07,0.0001972125284757202
1.9564681723322057e-07,0.00036194371957617294
2.666574153327272e-07,0.0006673745461375155
3.456192217882498e-07,0.0011152017444241574
4.4776260176832193e-07,0.001861569042819311
5.741070768054999e-07,0.003041651537954493
7.352831383636268e-07,0.00495094807308874
9.3957592288788e-07,0.008003157211488726
1.2002908180209172e-06,0.0128828982199172
1.5329732558869907e-06,0.020617745966908296
1.9585966071958987e-06,0.032761286934816336
2.5041229020702086e-06,0.051517923672976584
3.2056281630163596e-06,0.07978476487794894
4.111984110547212e-06,0.12075470789918719
5.292134459715823e-06,0.17657602676673112
6.853641647945174e-06,0.2457548719797331
8.853641647945175e-06,0.3169161820964841
1.0853641647945174e-05,0.36942438143622436
1.2853641647945174e-05,0.41575130847341946
1.4853641647945173e-05,0.4712251492302406
1.6853641647945174e-05,0.5430921922667213
1.8853641647945175e-05,0.6248950291138251
2.0853641647945177e-05,0.6986023491593301
2.2853641647945178e-05,0.7427456745892242
2.485364164794518e-05,0.7419357344744286
2.685364164794518e-05,0.6928736643133471
2.885364164794518e-05,0.6042080096006104
3.085364164794518e-05,0.49093887266143676
3.2853641647945184e-05,0.36673156544355523
3.4853641647945185e-05,0.2381989984564803
3.6853641647945186e-05,0.10379023462351356
3.885364164794519e-05,-0.04268626636690609
4.085364164794519e-05,-0.20623422718231654
4.285364164794519e-05,-0.38580578089632733
4.485364164794519e-05,-0.5728615409418853
4.685364164794519e-05,-0.7538373977699869
4.885364164794519e-05,-0.9149748277283098
5.0853641647945194e-05,-1.0469249456185064
5.2853641647945196e-05,-1.1469007444359733
5.48536416479452e-05,-1.2176020378000814
5.68536416479452e-05,-1.2638324843804014
5.88536416479452e-05,-1.2887872750445142
6.08536416479452e-05,-1.2919426558022842
6.28536416479452e-05,-1.269459943698278
6.48536416479452e-05,-1.2166397268083073
6.685364164794519e-05,-1.130958860808039
6.885364164794518e-05,-1.0140635723205267
7.085364164794518e-05,-0.8717727123759955
7.285364164794517e-05,-0.712237959316691
7.485364164794517e-05,-0.5433191041526131
7.685364164794516e-05,-0.37052009167979216
7.885364164794516e-05,-0.19641237516880095
8.085364164794515e-05,-0.021628870319589044
8.285364164794515e-05,0.15328715531285386
8.485364164794514e-05,0.3262494812238077
8.685364164794513e-05,0.49306107303341307
8.885364164794513e-05,0.6481292003909505
9.085364164794512e-05,0.7860038051179437
9.285364164794512e-05,0.9029014322802964
9.485364164794511e-05,0.9974603508186195
9.68536416479451e-05,1.0704290233761418
9.88536416479451e-05,1.1235519482460474
0.0001008536416479451,1.158289773423468
0.00010285364164794509,1.1750251191345455
0.00010485364164794508,1.173090411645455
0.00010685364164794508,1.1515015854491526
0.00010885364164794507,1.1099341778717862
0.00011085364164794507,1.0494010783257806
0.00011285364164794506,0.9722958984182333
0.00011485364164794506,0.8818207673302854
0.00011685364164794505,0.7811278121748977
0.00011885364164794504,0.6726170513311609
0.00012085364164794504,0.5577121508057163
0.00012285364164794503,0.4371641347165922
0.00012485364164794503,0.31166373768323297
0.00012685364164794502,0.18241146256402496
